,Year_Birth,Income,Kidhome,Teenhome,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Dt_Customer_Unix_time_seconds,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Absurd,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO,MntFruitsYear,MntMeatProductsYear,MntFishProductsYear,MntSweetProductsYear,MntGoldProdsYear
1578,1971,76445.0,1,0,2,1,2,5,13,6,0,1348790400,0,0,1,0,0,0,0,0,1,0,0,0,0,53.5,154.5,70.0,40.0,17.5
162,1959,53537.0,1,1,17,2,2,1,3,5,0,1391040000,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,3.0,0.0,0.0,3.0
1918,1959,34242.0,0,1,25,1,0,0,3,5,0,1395532800,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,2.0,0.0,0.0,0.5
1168,1971,26954.0,1,0,17,1,1,0,2,7,0,1399507200,0,0,1,0,0,0,0,0,0,1,0,0,0,0.5,5.5,0.0,0.0,0.5
1754,1967,42664.0,0,1,44,1,1,0,3,6,0,1395100800,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,1.5,0.0,0.0,0.0
727,1978,38702.0,1,0,71,2,3,0,4,6,0,1375315200,1,0,0,0,0,0,0,0,0,0,1,0,0,5.5,12.0,6.5,4.0,20.0
1554,1977,42014.0,1,0,56,6,7,1,6,8,0,1345161600,0,0,1,0,0,0,0,0,1,0,0,0,0,7.5,54.0,2.0,7.5,25.0
25,1976,53359.0,1,1,4,4,5,1,4,7,0,1369612800,0,0,1,0,0,0,0,0,1,0,0,0,0,2.0,15.0,1.5,3.0,20.5
1572,1988,13724.0,1,0,43,1,2,0,2,9,0,1346371200,0,1,0,0,0,0,0,0,0,0,1,0,0,3.5,2.5,1.0,7.5,13.5
1367,1976,26907.0,1,1,10,2,1,0,3,7,0,1376956800,1,0,0,0,0,0,0,0,0,0,1,0,0,0.5,3.5,0.0,1.5,1.0
1110,1966,86358.0,1,1,78,4,5,3,6,8,0,1344384000,0,0,1,0,0,0,0,0,0,1,0,0,0,23.5,247.0,41.0,23.5,47.5
2179,1968,35893.0,1,1,80,6,3,1,5,8,0,1350259200,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,11.5,0.0,0.0,9.0
245,1964,18701.0,1,1,95,4,2,0,4,5,0,1370304000,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,1.0,5.0,3.0,5.0
1380,1961,60544.0,1,1,92,4,5,1,5,6,0,1345852800,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,21.5,1.5,2.5,17.5
763,1971,72258.0,0,1,28,2,6,9,5,2,0,1378944000,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,261.0,113.5,60.0,67.0
1707,1965,23529.0,0,1,67,1,1,1,2,6,0,1357516800,0,1,0,0,0,0,0,0,0,1,0,0,0,3.5,6.5,1.5,1.0,10.0
184,1980,69661.0,0,0,80,1,7,3,12,3,0,1399939200,0,0,0,1,0,0,0,0,1,0,0,0,0,8.0,53.0,16.0,8.0,4.0
253,1963,80124.0,0,0,47,1,3,7,8,1,0,1403740800,0,0,1,0,0,0,0,0,1,0,0,0,0,42.0,199.0,102.5,42.0,120.5
549,1950,52157.0,0,1,48,2,3,2,5,4,0,1402099200,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0,14.5,1.5,1.0,20.0
1123,1961,49678.0,0,1,81,2,6,2,4,7,0,1359763200,0,0,1,0,0,0,0,0,1,0,0,0,0,2.5,28.0,1.5,1.0,10.0
225,1958,79761.0,0,1,32,1,5,2,11,3,0,1380844800,0,0,0,0,1,0,0,0,0,1,0,0,0,2.5,62.0,7.5,17.5,5.5
1092,1974,65463.0,1,0,17,2,6,2,9,5,0,1391040000,1,0,0,0,0,0,0,0,1,0,0,0,0,16.0,35.0,10.5,16.0,8.0
1896,1990,18929.0,0,0,15,1,1,0,4,6,0,1360972800,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,4.0,11.5,2.0,9.0
1948,1949,72643.0,0,0,60,1,3,10,7,2,0,1361923200,0,0,1,0,0,0,0,0,0,0,0,1,0,40.0,276.5,61.5,47.0,26.5
1302,1972,40321.0,1,1,59,2,3,0,3,7,0,1375056000,0,0,1,0,0,0,0,0,1,0,0,0,0,2.0,10.5,3.0,0.0,13.5
1925,1951,70792.0,0,0,82,2,3,4,10,3,0,1360108800,0,0,1,0,0,0,0,0,0,0,0,1,0,22.5,327.0,52.0,5.5,57.0
1065,1971,36715.0,1,0,16,6,7,2,4,9,0,1353110400,0,0,1,0,0,0,0,0,1,0,0,0,0,5.0,62.5,10.5,6.5,8.0
393,1963,50437.0,0,2,28,3,7,1,8,7,0,1350432000,0,0,1,0,0,0,0,0,1,0,0,0,0,4.5,46.0,3.0,4.5,2.0
1778,1964,63404.0,0,2,97,2,6,3,4,4,0,1402012800,0,0,1,0,0,0,0,0,0,0,1,0,0,13.0,35.0,5.5,22.0,8.5
388,1955,55521.0,1,2,11,9,6,3,6,7,0,1382400000,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,13.0,0.0,0.0,2.0
386,1974,42373.0,1,1,83,5,2,1,5,5,0,1376524800,0,0,1,0,0,0,0,0,0,1,0,0,0,2.5,30.5,1.5,4.0,9.5
771,1968,42564.0,0,1,28,6,6,8,4,7,0,1357084800,0,0,0,0,1,0,0,1,0,0,0,0,0,24.0,93.0,19.5,9.0,99.0
828,1960,82504.0,0,0,2,1,3,6,7,1,0,1374883200,1,0,0,0,0,0,0,0,1,0,0,0,0,25.0,215.5,67.0,17.5,27.0
181,1988,38872.0,1,0,93,2,3,0,3,8,0,1369872000,0,0,1,0,0,0,0,0,1,0,0,0,0,1.5,10.5,1.5,9.5,11.0
1953,1975,40794.0,0,1,18,2,6,3,5,7,0,1365292800,0,0,1,0,0,0,0,0,1,0,0,0,0,11.5,36.5,2.0,11.5,25.0
449,1969,66582.0,0,0,83,1,2,8,9,1,0,1393804800,0,0,0,0,1,0,0,0,0,1,0,0,0,12.5,210.0,8.0,19.0,0.0
2155,1972,44325.0,0,1,69,4,8,2,7,8,0,1362614400,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,10.5,0.0,0.0,2.5
2070,1975,80144.0,0,0,47,1,3,7,8,1,0,1380499200,0,0,1,0,0,0,0,0,0,0,1,0,0,66.0,222.5,125.0,96.0,54.0
92,1959,34554.0,0,1,43,2,2,0,3,6,0,1396137600,0,0,0,0,1,0,0,0,0,1,0,0,0,0.5,3.0,1.0,0.0,2.5
97,1964,49096.0,1,1,15,4,4,1,4,7,0,1379980800,0,0,1,0,0,0,0,0,1,0,0,0,0,0.5,16.0,1.0,0.5,3.5
1831,1975,22280.0,1,0,85,1,1,0,2,8,0,1368921600,0,0,1,0,0,0,0,0,0,0,1,0,0,0.5,2.0,1.5,0.5,1.0
877,1991,26868.0,1,0,52,1,1,0,2,7,0,1398816000,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.5,4.0,1.5,1.0
419,1956,50943.0,0,1,49,1,1,0,3,5,0,1371772800,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,3.5,1.0,0.0,3.0
2078,1972,14188.0,0,0,40,1,2,0,4,6,0,1362009600,0,1,0,0,0,0,0,0,1,0,0,0,0,3.5,5.5,8.0,6.0,13.5
1622,1981,56386.0,1,1,51,8,9,1,7,9,0,1351296000,0,0,1,0,0,0,0,0,0,0,1,0,0,24.0,107.0,6.5,16.0,37.5
746,1988,78285.0,0,0,13,1,6,4,10,3,0,1382918400,0,0,0,1,0,0,0,0,1,0,0,0,0,53.5,195.5,87.5,33.5,20.0
584,1961,30081.0,0,1,27,1,1,0,3,7,0,1361404800,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,2.0
1002,1973,32300.0,1,0,1,1,1,0,3,8,0,1357171200,0,0,1,0,0,0,0,0,1,0,0,0,0,1.5,3.0,3.0,2.5,3.0
1133,1986,26576.0,1,0,40,1,1,0,2,9,0,1350086400,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,4.0,0.0,0.0,4.5
829,1970,81205.0,0,0,43,1,5,6,7,2,0,1389571200,0,0,1,0,0,0,0,0,0,0,1,0,0,37.0,464.5,48.5,27.5,65.0
1043,1987,67605.0,0,0,84,1,2,8,6,1,0,1364688000,0,0,1,0,0,0,0,0,0,0,1,0,0,14.0,141.0,92.0,27.0,27.0
1824,1965,65735.0,1,1,37,5,6,2,6,7,0,1386374400,0,0,0,1,0,0,0,0,0,0,1,0,0,3.5,59.5,2.0,7.5,5.5
294,1947,77457.0,0,0,85,1,2,5,10,1,0,1393977600,0,0,1,0,0,0,0,0,0,1,0,0,0,5.5,200.0,7.5,22.5,5.5
1671,1987,61787.0,0,0,71,1,8,4,6,5,0,1373068800,0,0,0,1,0,0,0,1,0,0,0,0,0,36.5,207.0,39.0,24.0,42.5
985,1987,95169.0,0,0,1,1,4,3,4,1,0,1381276800,0,0,0,0,1,0,0,0,0,1,0,0,0,10.5,224.5,53.0,10.0,10.0
2208,1946,64014.0,2,1,56,7,8,2,5,7,0,1402358400,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,15.0,0.0,0.0,4.0
572,1955,53863.0,0,1,4,3,7,1,7,7,0,1400284800,0,0,1,0,0,0,0,0,0,0,1,0,0,2.0,15.0,3.0,2.0,15.0
1264,1983,78687.0,0,0,13,1,4,6,8,2,0,1344470400,0,0,1,0,0,0,0,0,0,0,1,0,0,92.5,343.5,72.5,27.5,120.5
1257,1966,57183.0,1,1,51,8,9,1,7,8,0,1363651200,0,0,0,1,0,0,0,0,1,0,0,0,0,2.5,32.0,3.5,0.0,35.0
1713,1966,82427.0,0,0,35,1,3,5,12,1,0,1394582400,0,0,1,0,0,0,0,0,0,0,1,0,0,73.5,254.5,52.0,53.5,53.5
2101,1986,82333.0,0,0,60,1,4,3,10,2,0,1364601600,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,179.5,23.0,44.5,8.5
277,1984,32414.0,0,0,11,1,1,0,3,7,0,1372896000,1,0,0,0,0,0,0,0,0,0,1,0,0,3.0,2.5,0.0,4.5,6.0
636,1974,67445.0,0,1,63,5,9,6,12,6,0,1344729600,0,0,1,0,0,0,0,0,1,0,0,0,0,40.0,108.5,14.5,40.0,5.5
550,1962,66565.0,0,1,80,4,4,2,9,8,0,1354665600,0,0,1,0,0,0,0,0,0,1,0,0,0,5.0,80.5,32.5,20.0,21.0
662,1985,36145.0,1,0,13,4,4,1,3,9,0,1371340800,1,0,0,0,0,0,0,0,1,0,0,0,0,2.0,38.0,8.5,0.5,9.0
1357,1960,50611.0,0,1,98,6,4,5,7,6,0,1349308800,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,12.0,3.0,0.0,2.0
1031,1960,77037.0,0,1,3,1,7,7,12,3,0,1381622400,0,0,0,0,1,0,0,0,1,0,0,0,0,48.0,166.5,84.0,26.5,5.0
1914,1951,75903.0,0,1,50,2,6,6,9,3,0,1365379200,0,0,1,0,0,0,0,0,1,0,0,0,0,54.0,92.5,65.0,19.0,50.0
1015,1971,91700.0,0,0,58,1,8,6,5,3,0,1358380800,0,0,1,0,0,0,0,0,0,1,0,0,0,86.0,480.5,62.5,57.5,9.5
291,1984,23976.0,1,0,68,3,3,1,3,7,0,1388102400,0,0,1,0,0,0,0,0,0,0,1,0,0,0.5,10.5,1.0,1.5,12.5
1107,1979,48526.0,1,0,32,1,2,1,4,3,0,1387843200,0,0,1,0,0,0,0,0,0,1,0,0,0,8.5,11.5,21.5,10.0,4.5
596,1973,18978.0,1,0,41,1,1,0,3,8,0,1355184000,0,1,0,0,0,0,0,0,1,0,0,0,0,4.0,0.5,2.0,3.5,7.5
377,1946,51012.0,0,0,86,1,4,1,4,6,0,1366243200,0,0,0,0,1,0,0,0,1,0,0,0,0,4.5,31.5,1.0,4.5,12.0
1194,1957,42213.0,0,1,96,2,5,1,7,7,0,1381536000,0,0,1,0,0,0,0,0,0,0,1,0,0,1.5,12.0,2.0,1.5,10.0
1770,1950,34026.0,1,1,11,3,2,1,3,5,0,1375660800,0,0,1,0,0,0,0,0,0,0,1,0,0,3.0,7.5,6.0,4.0,8.5
1991,1986,39146.0,1,0,1,3,4,0,4,8,0,1360800000,0,0,1,0,0,0,0,0,0,1,0,0,0,0.5,16.5,6.5,6.0,6.0
1178,1969,43641.0,1,1,50,3,2,1,4,6,0,1366588800,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,25.5,2.0,1.0,11.5
79,1960,29440.0,1,1,95,2,1,0,4,7,0,1376179200,0,0,1,0,0,0,0,0,1,0,0,0,0,4.0,7.0,5.0,2.0,1.5
1468,1955,76998.0,0,1,85,2,11,8,8,6,0,1357862400,0,0,1,0,0,0,0,0,1,0,0,0,0,44.5,80.5,34.5,17.5,53.5
1261,1964,40800.0,1,2,77,2,3,0,3,7,1,1356998400,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,13.5,4.0,15.0,5.0
1837,1976,21024.0,0,0,89,1,2,0,4,7,0,1372896000,0,0,0,1,0,0,0,0,0,0,1,0,0,2.0,9.0,3.0,1.0,9.0
298,1967,22574.0,2,1,28,2,2,0,3,7,0,1382918400,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,4.0,1.0,0.0,1.0
915,1989,46107.0,1,0,78,1,1,1,4,3,0,1391990400,0,0,1,0,0,0,0,0,0,1,0,0,0,4.5,13.5,8.0,4.5,16.5
1724,1969,58086.0,0,1,80,2,11,3,7,8,0,1358640000,0,0,0,0,1,0,0,1,0,0,0,0,0,3.5,31.0,0.0,0.0,7.5
967,1978,63693.0,0,1,63,3,11,6,9,6,0,1381708800,0,0,1,0,0,0,0,1,0,0,0,0,0,21.5,168.5,21.0,43.5,27.0
222,1965,62745.0,0,1,89,3,7,8,11,5,0,1363996800,0,0,0,0,1,0,0,0,1,0,0,0,0,10.5,232.0,14.0,5.0,16.0
2182,1963,14918.0,0,1,52,1,1,0,3,6,0,1354838400,0,1,0,0,0,0,0,0,0,0,1,0,0,1.5,1.5,7.5,2.0,7.5
892,1974,47889.0,1,0,94,1,2,0,3,5,0,1388793600,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,14.5,0.0,2.5,2.0
2059,1969,56796.0,0,1,24,3,8,9,7,7,0,1360972800,0,0,1,0,0,0,0,0,1,0,0,0,0,19.0,80.5,31.0,23.5,18.5
1733,1949,51569.0,0,1,39,4,7,1,7,8,0,1360627200,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,23.5,3.0,0.0,17.0
1340,1978,38136.0,1,0,69,2,3,1,2,8,0,1366588800,0,0,1,0,0,0,0,0,1,0,0,0,0,7.5,13.5,0.0,10.0,16.5
1174,1970,78579.0,0,0,35,1,5,6,4,3,0,1356134400,0,0,0,1,0,0,0,1,0,0,0,0,0,33.0,274.5,108.0,33.0,49.5
2194,1979,58025.0,0,1,81,3,3,2,10,4,0,1385424000,0,0,1,0,0,0,0,0,1,0,0,0,0,15.5,44.0,5.5,24.0,11.0
1923,1984,72570.0,0,0,67,1,4,6,12,1,0,1398384000,0,0,1,0,0,0,0,0,1,0,0,0,0,41.5,108.0,75.5,70.5,112.0
295,1964,64100.0,0,1,93,1,8,3,6,7,0,1378771200,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,13.5,0.0,0.0,5.0
2002,1956,48195.0,1,1,53,6,4,2,5,6,0,1390262400,0,0,1,0,0,0,0,0,1,0,0,0,0,13.5,34.0,26.0,3.5,2.5
783,1968,19329.0,1,0,39,3,4,0,3,8,0,1386979200,0,0,1,0,0,0,0,0,1,0,0,0,0,0.5,8.0,6.0,1.0,2.5
1850,1967,26642.0,1,0,71,2,2,0,3,6,0,1393632000,0,0,0,0,1,0,0,1,0,0,0,0,0,1.0,7.5,1.0,1.0,4.0
327,1950,59292.0,0,1,71,2,3,5,8,3,0,1371081600,0,0,0,0,1,0,0,0,0,0,1,0,0,7.0,34.0,9.5,7.0,7.0
766,1970,20587.0,1,0,39,1,1,1,2,7,0,1399766400,0,0,1,0,0,0,0,0,0,1,0,0,0,1.5,3.0,2.0,0.5,4.5
1433,1967,40304.0,1,0,82,1,2,0,3,7,0,1380499200,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,8.5,0.0,0.0,1.5
1333,1962,85696.0,0,0,88,1,4,6,9,1,0,1367539200,0,0,0,0,1,0,0,1,0,0,0,0,0,38.0,197.5,58.0,0.0,6.0
1426,1971,78041.0,0,0,93,1,4,4,9,2,0,1355616000,1,0,0,0,0,0,0,0,1,0,0,0,0,17.5,276.5,36.0,80.0,8.5
1940,1965,70053.0,0,1,38,3,8,5,10,5,0,1372809600,0,0,0,1,0,0,0,0,1,0,0,0,0,26.5,49.0,40.5,89.5,44.5
1911,1947,67472.0,0,1,93,2,4,2,7,3,0,1380326400,0,0,0,0,1,0,0,0,1,0,0,0,0,15.5,63.5,4.0,8.5,34.5
788,1958,48192.0,0,0,76,3,2,8,12,8,0,1365206400,0,0,1,0,0,0,0,0,1,0,0,0,0,21.5,102.0,76.5,29.0,14.5
155,1953,62551.0,0,0,27,1,6,7,4,3,0,1384732800,0,0,1,0,0,0,0,1,0,0,0,0,0,8.0,49.0,67.0,10.5,13.5
1167,1958,15056.0,1,1,76,5,2,2,3,5,0,1367539200,0,1,0,0,0,0,0,0,0,1,0,0,0,6.0,1.5,10.5,3.0,20.0
863,1978,17117.0,1,0,96,4,3,1,3,9,0,1358380800,1,0,0,0,0,0,0,0,0,0,1,0,0,11.5,19.0,15.0,9.0,3.5
2086,1953,34587.0,1,1,68,2,1,0,3,4,0,1400198400,0,0,1,0,0,0,0,0,0,0,1,0,0,1.0,4.5,1.0,0.0,1.0
121,1958,61331.0,1,1,42,5,11,1,6,8,0,1362873600,0,0,0,1,0,0,1,0,0,0,0,0,0,2.5,23.5,0.0,2.5,20.5
1448,1950,41145.0,1,1,20,1,0,0,3,3,0,1391817600,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.5,0.0,0.0,0.5
611,1960,70971.0,0,1,28,7,11,11,5,7,0,1348185600,0,0,1,0,0,0,0,0,0,0,1,0,0,8.5,286.0,46.5,62.5,8.5
1368,1980,44964.0,1,1,35,1,1,0,3,8,0,1355616000,0,0,1,0,0,0,0,0,0,0,1,0,0,0.5,8.5,1.0,0.0,1.0
873,1978,68092.0,0,0,7,2,2,6,10,5,0,1387152000,0,0,0,1,0,0,0,0,0,1,0,0,0,30.0,103.5,39.0,18.0,24.0
1736,1968,41120.0,1,1,80,3,2,1,3,6,0,1383696000,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,11.5,0.0,4.0,12.0
822,1980,45889.0,0,1,42,1,1,0,3,6,0,1372723200,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,3.0,0.0,0.5,4.0
851,1986,19485.0,2,0,80,1,1,0,2,7,0,1379980800,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,2.0,0.0,0.0,0.0
898,1994,95529.0,0,0,29,1,7,3,7,3,0,1354492800,0,0,1,0,0,0,0,0,0,1,0,0,0,14.5,445.0,125.0,13.5,12.0
1459,1961,57072.0,0,1,79,2,7,5,13,5,0,1390521600,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,30.0,0.0,0.0,15.0
1765,1967,46904.0,1,1,20,4,5,1,4,8,0,1351900800,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,28.0,0.0,4.5,15.5
772,1978,43783.0,1,0,22,6,7,1,8,7,0,1401321600,0,0,0,1,0,0,0,0,1,0,0,0,0,4.5,62.5,12.5,2.0,69.5
626,1959,62859.0,0,1,37,4,9,4,6,6,0,1356825600,0,0,0,0,1,0,0,1,0,0,0,0,0,44.5,51.0,8.0,6.0,12.5
2163,1972,25224.0,1,0,36,2,1,1,3,3,0,1394928000,0,1,0,0,0,0,0,0,1,0,0,0,0,4.5,6.0,5.5,1.0,4.0
1464,1976,75484.0,0,1,50,2,7,3,6,4,0,1343865600,1,0,0,0,0,0,0,0,0,0,1,0,0,48.5,129.5,98.5,97.0,17.0
1922,1977,23763.0,1,0,64,1,1,0,3,7,0,1344297600,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,3.0,3.0,1.0,3.0
16,1946,37760.0,0,0,20,2,4,1,6,7,0,1346371200,0,0,1,0,0,0,0,0,0,0,1,0,0,2.5,19.0,75.0,6.0,14.0
2025,1970,43020.0,1,0,79,3,4,1,4,6,0,1385769600,0,0,1,0,0,0,0,0,0,1,0,0,0,3.5,49.5,2.0,12.5,21.5
1935,1950,76842.0,0,0,37,1,1,8,7,0,0,1399075200,0,0,0,0,1,0,0,0,0,0,0,1,0,5.0,172.5,42.0,27.0,16.0
1466,1970,79419.0,0,0,96,1,4,6,4,2,0,1403395200,0,0,0,1,0,0,0,0,0,0,1,0,0,63.5,343.5,10.0,7.5,15.5
1810,1987,29236.0,1,0,30,2,4,0,3,9,0,1381190400,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,12.0,8.0,4.5,4.5
422,1971,32011.0,1,0,89,3,2,1,4,7,0,1377129600,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,7.5,1.0,0.5,2.5
1873,1968,61671.0,0,1,23,8,10,4,6,8,0,1401753600,0,0,1,0,0,0,0,1,0,0,0,0,0,3.5,28.0,0.0,0.0,14.0
1362,1971,57420.0,0,1,22,3,5,1,6,7,0,1372118400,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,9.0,0.0,0.0,12.0
1377,1972,26759.0,1,0,65,2,2,1,3,6,0,1391731200,0,0,1,0,0,0,0,1,0,0,0,0,0,1.5,8.0,4.0,2.5,1.0
315,1983,24072.0,1,0,79,1,1,0,2,8,0,1366070400,0,0,1,0,0,0,0,0,0,1,0,0,0,0.5,3.0,1.5,0.0,2.0
1347,1950,52203.0,0,0,36,1,8,7,11,6,0,1343692800,1,0,0,0,0,0,0,0,0,0,1,0,0,10.5,119.0,28.0,54.0,14.0
1182,1972,78075.0,0,0,72,1,3,5,5,1,0,1396656000,0,0,0,0,1,0,0,0,1,0,0,0,0,4.0,129.5,17.0,17.5,40.0
365,1985,19986.0,1,0,74,1,0,0,3,7,0,1384387200,0,0,1,0,0,0,0,0,1,0,0,0,0,3.0,2.5,0.0,1.0,3.0
376,1993,74293.0,0,0,66,1,5,4,6,2,0,1399161600,0,0,1,0,0,0,0,0,0,1,0,0,0,76.0,167.5,46.5,45.5,40.5
1884,1968,45688.0,0,1,20,2,3,1,8,4,0,1390608000,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,9.0,0.0,0.0,4.5
1867,1971,86979.0,0,0,67,1,5,5,5,2,0,1383782400,0,0,0,0,1,0,0,1,0,0,0,0,0,50.0,417.5,32.5,41.5,17.5
663,1980,65295.0,0,0,19,1,3,3,13,2,0,1387756800,0,0,0,0,1,0,0,0,0,1,0,0,0,16.0,58.5,17.0,55.0,3.0
1684,1973,9722.0,1,0,7,4,3,1,3,8,0,1349136000,0,1,0,0,0,0,0,0,0,0,1,0,0,8.5,8.0,3.0,8.0,21.0
921,1970,67536.0,0,1,45,3,11,5,11,8,0,1369180800,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,223.5,11.5,35.5,17.5
372,1949,38823.0,0,1,56,1,2,1,3,6,0,1346284800,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,5.5,1.0,4.0,11.5
110,1969,21918.0,1,0,37,2,2,0,3,6,0,1384387200,0,0,1,0,0,0,0,0,0,0,1,0,0,3.0,3.5,5.5,2.5,1.5
933,1975,67893.0,0,1,31,2,3,2,9,8,0,1349049600,1,0,0,0,0,0,0,1,0,0,0,0,0,14.0,71.0,24.5,9.0,23.5
1903,1943,77598.0,0,0,53,1,7,5,13,3,0,1380585600,0,0,0,1,0,0,0,0,0,1,0,0,0,16.5,140.5,64.5,33.0,16.5
705,1954,59111.0,0,0,90,1,11,1,8,7,0,1367452800,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,67.0,14.0,14.0,77.5
1845,1973,60208.0,1,1,13,11,8,3,7,7,0,1349568000,0,0,1,0,0,0,0,0,0,0,0,1,0,11.5,35.5,7.5,0.0,29.5
1588,1973,60432.0,0,1,61,5,7,2,5,6,0,1394323200,0,0,0,1,0,0,0,0,1,0,0,0,0,1.5,7.5,2.0,1.5,5.5
714,1949,35946.0,1,1,24,1,0,0,3,5,0,1380240000,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,1.5,0.0,0.0,0.0
1103,1978,47025.0,0,1,98,5,11,1,6,9,0,1378944000,1,0,0,0,0,0,0,0,1,0,0,0,0,5.5,29.5,11.5,2.5,14.5
2041,1978,42554.0,1,1,93,2,2,0,3,4,0,1357948800,0,0,1,0,0,0,0,0,0,0,1,0,0,0.5,5.5,0.0,0.0,0.0
864,1972,24762.0,1,0,16,3,3,1,2,8,0,1391990400,0,0,1,0,0,0,0,0,0,1,0,0,0,5.0,6.0,1.5,7.5,20.0
568,1983,39453.0,1,0,64,2,2,0,3,6,0,1396483200,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,3.5,0.0,0.0,1.0
426,1946,18100.0,0,0,14,1,0,0,3,5,0,1375747200,0,0,1,0,0,0,0,0,1,0,0,0,0,0.5,1.0,2.0,1.5,0.5
1527,1963,30983.0,0,0,50,1,4,0,3,8,0,1352419200,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,25.0,6.0,0.5,24.5
1640,1958,50729.0,1,1,62,9,6,2,7,6,0,1367452800,0,0,0,0,1,0,0,0,0,1,0,0,0,6.5,71.5,22.5,2.0,26.0
1473,1978,57867.0,1,0,48,7,7,2,9,6,0,1380585600,0,0,1,0,0,0,0,0,0,0,1,0,0,17.5,89.0,7.5,11.5,8.5
1604,1963,54414.0,1,1,49,4,3,1,5,4,0,1358899200,0,0,1,0,0,0,0,0,0,0,1,0,0,9.0,8.0,12.0,13.0,9.0
1385,1967,36947.0,1,1,49,4,3,0,4,9,0,1344297600,0,0,0,0,1,0,0,0,1,0,0,0,0,1.5,10.5,2.0,0.5,14.5
124,1967,62981.0,0,0,21,1,4,5,13,3,0,1363478400,0,0,0,0,1,0,0,0,0,0,1,0,0,7.0,295.0,19.0,22.0,0.0
1760,1979,20194.0,1,0,64,2,2,0,3,6,0,1355702400,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,3.5,5.5,5.0,7.5
2149,1975,79174.0,0,0,2,1,5,6,7,2,0,1357862400,0,0,0,0,1,0,0,0,1,0,0,0,0,18.5,259.0,96.5,46.0,64.5
1225,1967,59062.0,2,1,74,2,2,0,3,4,0,1380758400,0,0,0,0,1,0,0,0,1,0,0,0,0,0.5,6.0,1.5,0.0,4.5
1730,1961,63342.0,0,1,48,3,8,3,5,6,0,1350345600,0,0,0,0,1,0,0,0,0,0,1,0,0,10.5,59.0,6.5,5.0,10.5
81,1957,50388.0,0,1,3,4,6,1,6,7,0,1401235200,0,0,1,0,0,0,0,0,0,1,0,0,0,3.0,18.5,0.0,1.5,17.0
1874,1974,69719.0,0,0,99,1,2,3,5,1,0,1401062400,0,0,1,0,0,0,0,0,0,1,0,0,0,43.0,104.0,88.5,7.0,21.5
212,1962,63887.0,0,1,38,5,9,6,12,6,0,1347062400,0,0,1,0,0,0,0,1,0,0,0,0,0,11.5,103.5,7.5,5.5,46.0
71,1976,75825.0,0,0,40,0,5,8,9,4,0,1350000000,0,0,1,0,0,0,0,0,0,1,0,0,0,52.5,389.5,68.5,52.5,25.5
